,place_id,licence,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name,boundingbox
0,259832687,"Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright",node,3916613190,51.5237629,-0.1584743,tourism,museum,30,0.4499186560962427,tourism,Sherlock Holmes Museum,"Sherlock Holmes Museum, 221b, Baker Street, Marylebone, London, Greater London, England, NW1 5RS, United Kingdom","['51.5237129', '51.5238129', '-0.1585243', '-0.1584243']"
