Datetime,Open,High,Low,Close,Adj Close,Volume
2021-06-30 09:15:00+05:30,715.75,716.7999877929688,709.0999755859375,710.4000244140625,710.4000244140625,1518123
2021-06-30 09:30:00+05:30,710.3499755859375,710.3499755859375,707.0,708.4000244140625,708.4000244140625,1093888
2021-06-30 09:45:00+05:30,708.4500122070312,709.0,704.2999877929688,704.4000244140625,704.4000244140625,1302356
2021-06-30 10:00:00+05:30,704.9500122070312,707.0,704.5,705.25,705.25,785536
2021-06-30 10:15:00+05:30,705.6500244140625,709.4000244140625,704.0499877929688,708.9000244140625,708.9000244140625,1255340
2021-06-30 10:30:00+05:30,708.7999877929688,709.8499755859375,707.6500244140625,708.0499877929688,708.0499877929688,618124
2021-06-30 10:45:00+05:30,708.2000122070312,709.5,707.2999877929688,708.25,708.25,363746
2021-06-30 11:00:00+05:30,708.2999877929688,709.4500122070312,707.4000244140625,708.7000122070312,708.7000122070312,315670
2021-06-30 11:15:00+05:30,708.5,708.7000122070312,707.0499877929688,708.0499877929688,708.0499877929688,273292
2021-06-30 11:30:00+05:30,708.0499877929688,712.0,707.7999877929688,711.25,711.25,882876
2021-06-30 11:45:00+05:30,711.25,712.9000244140625,710.0999755859375,711.7000122070312,711.7000122070312,685544
2021-06-30 12:00:00+05:30,711.5999755859375,712.8499755859375,710.5499877929688,712.7000122070312,712.7000122070312,506124
2021-06-30 12:15:00+05:30,712.8499755859375,713.8499755859375,711.0999755859375,712.75,712.75,550874
2021-06-30 12:30:00+05:30,712.7000122070312,713.4500122070312,711.1500244140625,711.5,711.5,278328
2021-06-30 12:45:00+05:30,711.7000122070312,711.9500122070312,711.0,711.4500122070312,711.4500122070312,243138
2021-06-30 13:00:00+05:30,711.5999755859375,712.0,710.3499755859375,710.7999877929688,710.7999877929688,276656
2021-06-30 13:15:00+05:30,710.7999877929688,710.7999877929688,709.2999877929688,709.8499755859375,709.8499755859375,326062
2021-06-30 13:30:00+05:30,709.7999877929688,710.2000122070312,707.0999755859375,708.0,708.0,586870
2021-06-30 13:45:00+05:30,707.9000244140625,708.7000122070312,707.0,708.0999755859375,708.0999755859375,361850
2021-06-30 14:00:00+05:30,708.2999877929688,709.5,707.0,709.4000244140625,709.4000244140625,380612
2021-06-30 14:15:00+05:30,709.2000122070312,709.9000244140625,707.0499877929688,707.5999755859375,707.5999755859375,323818
2021-06-30 14:30:00+05:30,707.6500244140625,707.9500122070312,705.0999755859375,705.7999877929688,705.7999877929688,602306
2021-06-30 14:45:00+05:30,706.0,707.25,705.25,706.5,706.5,579624
2021-06-30 15:00:00+05:30,706.5,706.5999755859375,702.0999755859375,702.25,702.25,1446414
2021-06-30 15:15:00+05:30,702.3499755859375,705.0499877929688,702.2000122070312,704.4000244140625,704.4000244140625,1581626
2021-07-01 09:15:00+05:30,705.9000244140625,711.2999877929688,702.0,706.2999877929688,706.2999877929688,2052736
2021-07-01 09:30:00+05:30,706.4000244140625,709.5999755859375,705.0,709.0999755859375,709.0999755859375,874542
2021-07-01 09:45:00+05:30,708.9000244140625,709.2999877929688,706.0,706.2000122070312,706.2000122070312,437858
2021-07-01 10:00:00+05:30,706.2000122070312,706.5999755859375,704.0999755859375,704.7999877929688,704.7999877929688,610474
2021-07-01 10:15:00+05:30,704.9000244140625,706.7000122070312,704.2000122070312,705.0,705.0,389832
2021-07-01 10:30:00+05:30,705.1500244140625,705.1500244140625,702.0,703.4500122070312,703.4500122070312,968904
2021-07-01 10:45:00+05:30,703.1500244140625,705.2000122070312,702.4500122070312,704.25,704.25,673452
2021-07-01 11:00:00+05:30,704.25,706.9000244140625,703.5499877929688,705.4000244140625,705.4000244140625,612008
2021-07-01 11:15:00+05:30,705.4000244140625,706.3499755859375,704.7000122070312,705.7000122070312,705.7000122070312,347886
2021-07-01 11:30:00+05:30,705.7000122070312,705.7000122070312,703.9500122070312,705.3499755859375,705.3499755859375,323010
2021-07-01 11:45:00+05:30,705.3499755859375,705.7000122070312,703.7999877929688,704.5499877929688,704.5499877929688,250062
2021-07-01 12:00:00+05:30,704.5499877929688,706.0,704.0999755859375,704.5,704.5,239154
2021-07-01 12:15:00+05:30,704.75,704.75,702.7999877929688,703.0,703.0,350262
2021-07-01 12:30:00+05:30,703.0,703.75,701.4500122070312,703.0999755859375,703.0999755859375,580854
2021-07-01 12:45:00+05:30,703.0999755859375,704.5,702.5999755859375,703.1500244140625,703.1500244140625,297894
2021-07-01 13:00:00+05:30,703.0999755859375,704.0,702.5999755859375,703.4500122070312,703.4500122070312,223478
2021-07-01 13:15:00+05:30,703.2999877929688,704.75,703.0,703.5999755859375,703.5999755859375,328916
2021-07-01 13:30:00+05:30,703.5499877929688,705.0,703.1500244140625,704.5,704.5,354074
2021-07-01 13:45:00+05:30,704.4000244140625,704.9000244140625,702.5999755859375,702.6500244140625,702.6500244140625,377526
2021-07-01 14:00:00+05:30,702.6500244140625,703.7000122070312,701.5499877929688,703.1500244140625,703.1500244140625,439756
2021-07-01 14:15:00+05:30,703.1500244140625,703.6500244140625,701.6500244140625,701.7000122070312,701.7000122070312,433040
2021-07-01 14:30:00+05:30,701.75,702.5,700.0,701.7999877929688,701.7999877929688,974168
2021-07-01 14:45:00+05:30,701.7999877929688,703.5,701.2999877929688,701.5499877929688,701.5499877929688,537406
2021-07-01 15:00:00+05:30,701.7000122070312,703.0,701.5499877929688,702.5,702.5,927504
2021-07-01 15:15:00+05:30,702.5,706.2000122070312,702.0,705.1500244140625,705.1500244140625,1535640
